T,Alt,Veloc,Filt_Alt,FVeloc,LDA,LowV,Apogee,N-O,Drogue,Main,falt_m
154850,806,-136,948.16,-71.08,0,0,0,0,0,0,288.999168
155350,822,32,922.93,-50.46,0,0,0,0,0,0,281.309064
155850,752,-140,888.74,-68.37,0,0,0,0,0,0,270.887952
156350,714,-76,853.79,-69.9,0,0,0,0,0,0,260.235192
156850,670,-88,817.03,-73.52,0,0,0,0,0,0,249.030744
157350,642,-56,782.03,-70.01,0,0,0,0,0,0,238.362744
157850,628,-28,751.22,-61.61,0,0,0,0,0,0,228.971856
158350,588,-80,718.58,-65.29,0,0,0,0,0,0,219.023184
158850,524,-128,679.66,-77.83,0,0,0,0,0,0,207.160368
159350,488,-72,641.33,-76.66,0,0,0,0,0,0,195.477384
159850,474,-28,607.86,-66.93,0,0,0,0,0,0,185.275728
160350,438,-72,573.89,-67.95,0,0,0,0,0,0,174.921672
160850,408,-60,540.71,-66.36,0,0,0,0,0,0,164.808408
161350,374,-68,507.37,-66.69,0,0,0,0,0,0,154.646376
161850,346,-56,475.1,-64.55,0,0,0,0,0,0,144.81048
162350,296,-100,439.28,-71.64,0,0,0,0,0,0,133.892544
162850,276,-40,406.62,-65.31,0,0,0,0,0,0,123.937776
163350,242,-68,373.7,-65.85,0,0,0,0,0,0,113.90376
163850,276,68,354.16,-39.08,0,0,0,0,0,0,107.947968
164350,204,-144,324.13,-60.06,0,0,0,0,0,0,98.794824
164850,136,-136,286.5,-75.25,0,0,0,0,0,0,87.3252
165350,164,56,262,-49,0,0,0,0,0,0,79.8576
165850,118,-92,233.2,-57.6,0,0,0,0,0,0,71.07936
166350,52,-132,196.96,-72.48,0,0,0,0,0,0,60.033408
166850,10,-84,159.57,-74.78,0,0,0,0,0,0,48.636936
167350,-10,-40,125.65,-67.83,0,0,0,0,0,0,38.29812
